Timestamp,Age,Gender,Faculty,Year of study,Sleep(night),Exercise frequency,Frequent food,Fast food consumption frequency,Do you follow any specific diet?,Diet type,Weight,Weight(kg),Health conditions,Weekly spend for food,University canteen usage,Preferred Sri Lankan foods,Weekly spend for food,University canteen usage,,Preferred Sri Lankan foods,,,Diet goal,What is your height (cm) ?,Food allergies
30/11/2024 19:18:33,24-26,Male,FOT,4th year,6-8 hours,1-2 times per week,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza)",Daily,No specific diet,None,50 - 59 kg,160,Gastritis,"Less than 1,000 LKR",Rarely/Never,"Rice and curry, Kottu",Better health,,,,,,,,
30/11/2024 19:29:51,21-23,Male,FOM,2nd year,Less than 5 hours,Never,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,50 - 59 kg,165,None,"More than 3,000 LKR",Daily,Rice and curry,Weight management,,,,,,,,
30/11/2024 19:36:01,21-23,Female,BSF,4th year,5-6 hours,1-2 times per week,Traditional Sri Lankan food,Once a week,Pescatarian ( does not eat meat but does eat fish),Dairy,50 - 59 kg,140cm,None,"2,000 - 3,000 LKR",Daily,"Rice and curry, String hoppers, Kottu, Hoppers, Roti",Better health,,,,,,,,
30/11/2024 19:42:36,21-23,Male,FAS,3rd year,5-6 hours,1-2 times per week,"Fast food (e.g., burgers, pizza)",2-3 times a week,No specific diet,None,80 - 89 kg,180,None,"1,000 - 2,000 LKR",2-3 times a week,"Rice and curry, String hoppers, Kottu, Hoppers, Roti",Weight management,,,,,,,,
30/11/2024 20:51:40,21-23,Female,FAS,3rd year,5-6 hours,1-2 times per week,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,40 - 49 kg,168 cm,Gastritis,"1,000 - 2,000 LKR",Daily,Rice and curry,Better health,,,,,,,,
30/11/2024 21:16:31,21-23,Female,BSF,2nd year,6-8 hours,1-2 times per week,Traditional Sri Lankan food,2-3 times a week,No specific diet,None,40 - 49 kg,168,Gastritis,"1,000 - 2,000 LKR",Rarely/Never,Rice and curry,Better health,,,,,,,,
30/11/2024 21:42:29,21-23,Male,FAS,2nd year,Less than 5 hours,1-2 times per week,"Fast food (e.g., burgers, pizza)",Daily,No specific diet,Meals,70 - 79 kg,183,Gastritis,"More than 3,000 LKR",Once a week,Rice and curry,Better health,,,,,,,,
30/11/2024 22:08:53,24-26,Male,FAS,4th year,5-6 hours,3-4 times per week,Traditional Sri Lankan food,Once a week,No specific diet,None,60 - 69 kg,154,Gastritis,"2,000 - 3,000 LKR",Daily,"Rice and curry, String hoppers, Kottu, Hoppers, Roti",Better health,,,,,,,,
########,21-23,Male,FOM,1st year,5-6 hours,3-4 times per week,"Traditional Sri Lankan food, Fast food (e.g., burgers, pizza), Vegetarian/Vegan meals, Processed foods (e.g., instant noodles, frozen foods), Fruits and vegetables,",Once a week,I'm,None,60 - 69 kg,160,None,"1,000 - 2,000 LKR",Daily,Kottu,Better health,,,,,,,,
########,21-23,Female,FOM,1st year,6-8 hours,1-2 times per week,"Traditional Sri Lankan food, Fruits and vegetables",Once a week,No specific diet,None,Below 40 kg,147,None,"2,000 - 3,000 LKR",Daily,Rice and curry,Weight management,,,,,,,,
########,24-26,Female,BSF,3rd year,5-6 hours,1-2 times per week,Traditional Sri Lankan food,Once a week,No specific diet,None,60 - 69 kg,165,None,"Less than 1,000 LKR",Once a week,Rice and curry,Manage health conditions,,,,,,,,
########,18-20,Female,BSF,4th year,5-6 hours,3-4 times per week,Processed foods,Daily,Vegetarian/Vegan meals,Seafood,70 - 79 kg,175,High cholesterol,"Less than 1,000 LKR",Daily,"Jackfruit curry, Kottu",Manage health conditions,,,,,,,,
########,24-26,Female,BSF,2nd year,6-8 hours,Rarely,"Processed foods, Rice and curry, Fruits and vegetables, Fast food",2-3 times a week,Low-carb diet,Lactose,40 - 49 kg,150,Gastritis,"2,000 - 3,000 LKR",Rarely/Never,"Hoppers, Kottu, Roti, Jackfruit curry",Sustainable diet,,,,,,,,
########,18-20,Female,FOT,1st year,5-6 hours,1-2 times per week,"Rice and curry, Traditional Sri Lankan food, Processed foods, Fast food",Once a week,Low-carb diet,Lactose,50 - 59 kg,160,Gastritis,"2,000 - 3,000 LKR",Rarely/Never,"Roti, String hoppers, Jackfruit curry, Hoppers",Sustainable diet,,,,,,,,
########,21-23,Male,FOT,1st year,Less than 5 hours,1-2 times per week,"Fruits and vegetables, Rice and curry",Weekly,Vegetarian/Vegan meals,None,50 - 59 kg,165,High cholesterol,"Less than 1,000 LKR",Occasionally,Jackfruit curry,Manage health conditions,,,,,,,,
########,21-23,Male,FAS,4th year,5-6 hours,Daily,"Fruits and vegetables, Fast food, Processed foods, Rice and curry, Traditional Sri Lankan food",Weekly,Low-carb diet,Dryfish,50 - 59 kg,150,Gastritis,"More than 3,000 LKR",Rarely/Never,"Rice and curry, Hoppers, Kottu, Jackfruit curry, String hoppers",Weight management,,,,,,,,
########,21-23,Female,FOT,2nd year,More than 8 hours,3-4 times per week,"Traditional Sri Lankan food, Fast food, Rice and curry, Processed foods",2-3 times a week,No specific diet,Gluten,70 - 79 kg,172,None,"1,000 - 2,000 LKR",Occasionally,Hoppers,Sustainable diet,,,,,,,,
########,18-20,Male,FOT,3rd year,6-8 hours,1-2 times per week,"Fruits and vegetables, Rice and curry, Traditional Sri Lankan food, Fast food",2-3 times a week,Low-carb diet,Seafood,40 - 49 kg,150,None,"2,000 - 3,000 LKR",Daily,Roti,Sustainable diet,,,,,,,,
########,21-23,Male,FAS,3rd year,5-6 hours,3-4 times per week,"Fruits and vegetables, Rice and curry, Fast food, Traditional Sri Lankan food, Processed foods",Never,Vegetarian/Vegan meals,None,60 - 69 kg,157,High cholesterol,"2,000 - 3,000 LKR",Occasionally,"Hoppers, String hoppers, Jackfruit curry, Rice and curry, Roti",Sustainable diet,,,,,,,,
########,21-23,Male,BSF,4th year,More than 8 hours,Never,"Processed foods, Traditional Sri Lankan food, Fruits and vegetables, Rice and curry",Weekly,Low-carb diet,Gluten,50 - 59 kg,160,High cholesterol,"More than 3,000 LKR",Daily,"Roti, String hoppers, Kottu, Rice and curry, Hoppers",Better health,,,,,,,,
########,24-26,Male,FOM,1st year,Less than 5 hours,Daily,"Rice and curry, Processed foods",2-3 times a week,No specific diet,Lactose,50 - 59 kg,160,None,"Less than 1,000 LKR",Occasionally,"Rice and curry, Jackfruit curry, Hoppers, String hoppers, Roti",Manage health conditions,,,,,,,,
########,21-23,Female,FLFN,2nd year,5-6 hours,1-2 times per week,"Rice and curry, Fruits and vegetables, Processed foods, Traditional Sri Lankan food, Fast food",Daily,Vegetarian/Vegan meals,Seafood,60 - 69 kg,165,High cholesterol,"1,000 - 2,000 LKR",Daily,"Kottu, String hoppers, Rice and curry, Roti",Sustainable diet,,,,,,,,
########,21-23,Female,FAS,3rd year,More than 8 hours,3-4 times per week,"Rice and curry, Traditional Sri Lankan food, Fast food",Never,No specific diet,Dryfish,40 - 49 kg,157,None,"1,000 - 2,000 LKR",Occasionally,"Hoppers, Kottu, Jackfruit curry, Rice and curry, String hoppers, Roti",Weight management,,,,,,,,
########,24-26,Male,FLFN,Postgraduate,Less than 5 hours,Daily,"Processed foods, Rice and curry, Traditional Sri Lankan food, Fast food, Fruits and vegetables",Never,Vegetarian/Vegan meals,None,40 - 49 kg,160,None,"1,000 - 2,000 LKR",Rarely/Never,"Jackfruit curry, String hoppers, Kottu, Hoppers, Rice and curry, Roti",Manage health conditions,,,,,,,,
########,18-20,Female,FLFN,Postgraduate,Less than 5 hours,3-4 times per week,Traditional Sri Lankan food,Daily,No specific diet,Gluten,40 - 49 kg,175,High cholesterol,"More than 3,000 LKR",Occasionally,"Kottu, Rice and curry, Jackfruit curry, Hoppers, Roti, String hoppers",Manage health conditions,,,,,,,,
########,24-26,Female,FOM,Postgraduate,More than 8 hours,Rarely,"Fruits and vegetables, Fast food, Processed foods",Once a week,Low-carb diet,Seafood,70 - 79 kg,165,High cholesterol,"More than 3,000 LKR",Occasionally,"Hoppers, String hoppers",Weight management,,,,,,,,
########,21-23,Female,FOT,3rd year,Less than 5 hours,1-2 times per week,"Rice and curry, Fast food, Fruits and vegetables",Daily,Low-carb diet,Lactose,70 - 79 kg,172,Gastritis,"More than 3,000 LKR",Occasionally,"Hoppers, Kottu, Roti",Manage health conditions,,,,,,,,
########,18-20,Female,FAPM,3rd year,Less than 5 hours,1-2 times per week,"Rice and curry, Fruits and vegetables, Processed foods, Traditional Sri Lankan food, Fast food",Once a week,Vegetarian/Vegan meals,Seafood,80 - 89 kg,172,Gastritis,"More than 3,000 LKR",Occasionally,"String hoppers, Jackfruit curry, Hoppers, Roti, Rice and curry, Kottu",Manage health conditions,,,,,,,,
########,24-26,Male,FOM,3rd year,Less than 5 hours,Rarely,"Fast food, Rice and curry, Processed foods, Traditional Sri Lankan food, Fruits and vegetables",Once a week,Vegetarian/Vegan meals,Dryfish,40 - 49 kg,157,Gastritis,"2,000 - 3,000 LKR",Rarely/Never,"Roti, Jackfruit curry",Sustainable diet,,,,,,,,
########,21-23,Male,BSF,2nd year,5-6 hours,3-4 times per week,Fast food,Daily,No specific diet,Dryfish,40 - 49 kg,175,Gallstones,"More than 3,000 LKR",Rarely/Never,"Jackfruit curry, Kottu, Hoppers, String hoppers, Rice and curry, Roti",Sustainable diet,,,,,,,,
